Date,ADA-USD_long_ALGO-USD_short,ATOM-USD_long_AVAX-USD_short,BCH-USD_long_BNB-USD_short,BTC-USD_long_CRO-USD_short,DOGE-USD_long_DOT-USD_short,ETH-USD_long_FTT-USD_short,HEX-USD_long_LTC-USD_short,LUNA1-USD_long_MANA-USD_short,MATIC-USD_long_SHIB-USD_short,SOL-USD_long_TRX-USD_short,UNI1-USD_long_USDC-USD_short,USDT-USD_long_XRP-USD_short
2020-09-23 00:00:00,0.032947427097389015,0.06256593950769651,-0.0017312219839758503,0.0024059626976743465,-0.0009386166687486153,-0.01010355204576685,-0.03396462900389158,0.010691813267395378,,-0.00981388638271874,0.09541961812181676,0.02586483026123354
2020-09-24 00:00:00,-0.01019711898420328,0.028165869099140317,-0.018061442283682005,0.0011665024659479606,-0.030196997782212853,0.014508013000585795,0.006782774776045941,-0.031140998689686228,,0.025333520933923936,0.05239223458839942,-0.026235645507901473
2020-09-25 00:00:00,0.04554696648708256,0.018946146432429423,-0.0004344579638668744,-0.0008321785865612608,0.008870193089840384,0.005809801103765555,0.007086262242367414,0.026795005214794387,,-0.009365822303004756,-0.012167260508857358,-0.019257859526721544
2020-09-26 00:00:00,-0.020492831393045308,-0.00165286398095843,-0.01907598262546406,0.0015080978305010984,0.011624976060047365,0.001793218251792461,0.032006406635058826,-0.02867853908145168,,-0.01029492432099155,-0.02075505250425036,-0.0003101310891159281
2020-09-27 00:00:00,0.04904056739792034,0.004663422210938628,0.01564341692330201,0.0005231078239456011,-0.00011925592439226973,0.0073314547602916225,-0.02236933200006086,-0.0003894503102930824,,0.015056333962080781,-0.002554605047759284,-0.001401218607272714
2020-09-28 00:00:00,-0.026156792746147794,0.05838169178532715,-0.020706784518567334,0.002644377299388656,-0.017588888384468038,-0.0013337829705412085,0.05200673272830297,0.00706131180718339,,-0.025859356517202392,-0.061834859183210356,0.0016571173072046363
2020-09-29 00:00:00,-0.009460554504098218,0.047866225593698075,-0.028290227736557316,0.0029815630906627755,-0.005442019548773658,-0.0029176452713439716,-0.009209623219699092,-0.033167767941556514,,-0.0015614429368366323,0.02717504549531713,-0.0028518524600975037
2020-09-30 00:00:00,-0.014693164355204347,-0.010648596324540405,-0.00988740975945851,0.003213209519062399,0.006497464154105292,0.0025162084756910064,-0.01906905743084486,0.02654948288022768,,-0.003658217546782694,-0.04577627947840607,0.0031189201882245166
2020-10-01 00:00:00,0.0006996393763660236,-0.0022646235305545104,0.030445533440204786,0.0006539683899032811,-0.0019776777307006776,-0.0028475296640368963,-0.025506651809401426,0.014965829610364578,,0.00252590709831485,0.0306302471879204,0.006978226936506682
2020-10-02 00:00:00,0.0004309259799558096,0.005452605700592028,-0.013597352009326102,0.006338670382284528,0.01909103056781919,0.0006422007444712996,-0.005974869154002194,0.03583888568313237,,-0.04742773861971139,-0.05547230394821995,0.00884648216966033
2020-10-03 00:00:00,0.007754394288832567,-0.0008553537750118911,-0.019428504478482933,-0.0013481790023590623,0.009540361611549919,-0.0013832618523254014,0.036055214284859916,-0.03072625478351393,,-0.0375672182187583,0.0005170349284138176,0.0025474339904292265
2020-10-04 00:00:00,0.016670358209399272,0.03629201488677919,-0.007370169353446032,-0.0007426113662161171,-0.005833953359713373,0.007922734267148401,-0.016777815528445372,-0.016110007443646046,,0.0073457691425636296,-0.015877271707737672,-0.03152900264811942
2020-10-05 00:00:00,-0.0011335515042557587,0.004967596823575171,0.006404893821502944,0.002051832900593964,-0.004219227652723367,0.003112930844666628,0.005714367538573684,0.009061912832680985,,0.026594350859206917,-0.034083258945568906,-0.006566633135901223
2020-10-06 00:00:00,0.023337257778458298,-0.004968246129601672,0.011936965599496308,0.0006171135839077024,0.04972086223265182,-0.00027490816679132113,-0.03819821251669209,0.01307900147598462,,-0.07424968806464732,-0.0857463636596677,0.010705492798911309
2020-10-07 00:00:00,-0.025809774422611675,0.029059646835519815,0.007538321929688785,0.0017364194634127417,-0.016726346840041595,0.0023567878513304774,0.036611257329027924,0.009747262371598286,,0.028560341827442715,-0.005672080097559151,-0.006387991933213044
2020-10-08 00:00:00,0.009504763509253555,-0.05005657114854123,0.02316602466269324,0.001252864287406119,-0.031403173542849605,0.004564677169022757,0.02521577886791304,-0.027339493262207415,,0.012211542704349099,0.08383840222263772,-0.005591940734178791
2020-10-09 00:00:00,-0.007943203328795945,-0.03136823347447726,-0.005337377900908269,0.0008329239748343653,-0.008499977115472901,0.008583418427989487,-0.008914545279082087,-0.011204971129844643,,0.026166685284385593,-0.02658880066044339,-0.00408643574185602
2020-10-10 00:00:00,0.0245658322987633,0.06036950240191674,0.002241011160224682,0.00423081815069748,0.0014928259181635206,0.012952301756456785,0.023933929414108435,-0.017590081878771813,,-0.02913683062704242,0.03801771356666961,-0.0017238171596549168
2020-10-11 00:00:00,-0.004626641354375072,0.0415453806984043,0.0006502689530202277,0.0044572941139851,0.002495728610163006,0.0028568001201539905,-0.05765785384792477,0.032640837482867946,,0.0024183404308290024,0.008131524429360493,-0.00288474330653804
