Date,ADA-USD_long_ALGO-USD_short_cumsum,ATOM-USD_long_AVAX-USD_short_cumsum,BCH-USD_long_BNB-USD_short_cumsum,BTC-USD_long_CRO-USD_short_cumsum,DOGE-USD_long_DOT-USD_short_cumsum,ETH-USD_long_FTT-USD_short_cumsum,HEX-USD_long_LTC-USD_short_cumsum,LUNA1-USD_long_MANA-USD_short_cumsum,MATIC-USD_long_SHIB-USD_short_cumsum,SOL-USD_long_TRX-USD_short_cumsum,UNI1-USD_long_USDC-USD_short_cumsum,USDT-USD_long_XRP-USD_short_cumsum
2020-09-23 00:00:00,0.032947427097389015,0.06256593950769651,-0.0017312219839758503,0.0024059626976743465,-0.0009386166687486153,-0.01010355204576685,-0.03396462900389158,0.010691813267395378,,-0.00981388638271874,0.09541961812181676,0.02586483026123354
2020-09-24 00:00:00,0.022750308113185735,0.09073180860683683,-0.019792664267657856,0.003572465163622307,-0.03113561445096147,0.004404460954818945,-0.027181854227845637,-0.02044918542229085,,0.015519634551205197,0.14781185271021618,-0.00037081524666793264
2020-09-25 00:00:00,0.0682972746002683,0.10967795503926625,-0.02022712223152473,0.0027402865770610463,-0.022265421361121085,0.0102142620585845,-0.020095591985478223,0.0063458197925035376,,0.006153812248200441,0.13564459220135883,-0.019628674773389476
2020-09-26 00:00:00,0.04780444320722299,0.10802509105830782,-0.03930310485698879,0.004248384407562145,-0.01064044530107372,0.012007480310376961,0.011910814649580603,-0.022332719288948144,,-0.004141112072791109,0.11488953969710847,-0.019938805862505404
2020-09-27 00:00:00,0.09684501060514333,0.11268851326924645,-0.02365968793368678,0.004771492231507746,-0.01075970122546599,0.019338935070668584,-0.010458517350480256,-0.022722169599241226,,0.010915221889289672,0.11233493464934918,-0.02134002446977812
2020-09-28 00:00:00,0.07068821785899554,0.1710702050545736,-0.04436647245225411,0.007415869530896402,-0.028348589609934027,0.018005152100127375,0.04154821537782272,-0.015660857792057836,,-0.01494413462791272,0.05050007546613883,-0.019682907162573482
2020-09-29 00:00:00,0.06122766335489732,0.21893643064827167,-0.07265670018881143,0.010397432621559177,-0.033790609158707685,0.015087506828783404,0.032338592158123625,-0.04882862573361435,,-0.016505577564749352,0.07767512096145596,-0.022534759622670986
2020-09-30 00:00:00,0.046534498999692975,0.20828783432373127,-0.08254410994826994,0.013610642140621576,-0.027293145004602393,0.01760371530447441,0.013269534727278764,-0.02227914285338667,,-0.020163795111532046,0.03189884148304989,-0.01941583943444647
2020-10-01 00:00:00,0.047234138376059,0.20602321079317676,-0.05209857650806515,0.014264610530524857,-0.02927082273530307,0.014756185640437514,-0.012237117082122662,-0.00731331324302209,,-0.017637888013217196,0.06252908867097029,-0.012437612497939787
2020-10-02 00:00:00,0.04766506435601481,0.2114758164937688,-0.06569592851739126,0.020603280912809385,-0.010179792167483881,0.015398386384908813,-0.018211986236124855,0.02852557244011028,,-0.06506562663292859,0.007056784722750342,-0.003591130328279457
2020-10-03 00:00:00,0.055419458644847375,0.2106204627187569,-0.08512443299587419,0.019255101910450323,-0.0006394305559339619,0.014015124532583412,0.01784322804873506,-0.002200682343403648,,-0.10263284485168689,0.00757381965116416,-0.0010436963378502306
2020-10-04 00:00:00,0.07208981685424665,0.24691247760553608,-0.09249460234932022,0.018512490544234206,-0.006473383915647335,0.021937858799731813,0.001065412520289688,-0.018310689787049694,,-0.09528707570912326,-0.008303452056573513,-0.03257269898596965
2020-10-05 00:00:00,0.07095626534999089,0.25188007442911126,-0.08608970852781728,0.02056432344482817,-0.010692611568370702,0.02505078964439844,0.006779780058863372,-0.00924877695436871,,-0.06869272484991634,-0.04238671100214242,-0.03913933212187087
2020-10-06 00:00:00,0.09429352312844919,0.24691182829950958,-0.07415274292832097,0.021181437028735872,0.03902825066428112,0.02477588147760712,-0.031418432457828716,0.0038302245216159103,,-0.14294241291456367,-0.12813307466181012,-0.028433839322959564
2020-10-07 00:00:00,0.06848374870583751,0.2759714751350294,-0.06661442099863218,0.022917856492148614,0.022301903824239522,0.027132669328937598,0.005192824871199209,0.013577486893214197,,-0.11438207108712095,-0.13380515475936927,-0.03482183125617261
2020-10-08 00:00:00,0.07798851221509107,0.22591490398648817,-0.043448396335938944,0.024170720779554733,-0.009101269718610083,0.031697346497960355,0.03040860373911225,-0.013762006368993218,,-0.10217052838277185,-0.04996675253673155,-0.0404137719903514
2020-10-09 00:00:00,0.07004530888629512,0.1945466705120109,-0.04878577423684721,0.0250036447543891,-0.017601246834082984,0.04028076492594984,0.021494058460030163,-0.02496697749883786,,-0.07600384309838626,-0.07655555319717494,-0.04450020773220742
2020-10-10 00:00:00,0.09461114118505842,0.25491617291392765,-0.04654476307662253,0.029234462905086578,-0.016108420915919464,0.05323306668240663,0.0454279878741386,-0.042557059377609674,,-0.10514067372542868,-0.03853783963050533,-0.046224024891862336
2020-10-11 00:00:00,0.08998449983068335,0.29646155361233195,-0.0458944941236023,0.03369175701907168,-0.013612692305756458,0.05608986680256062,-0.01222986597378617,-0.009916221894741728,,-0.10272233329459968,-0.03040631520114484,-0.04910876819840038
2020-10-12 00:00:00,0.08799330270419914,0.24962804592477134,-0.08339700930975552,0.039374346738003774,-0.020578631722226015,0.056533897230708396,-0.018269072347474158,-0.008542683734670375,,-0.08127059328511321,-0.04897015251803977,-0.05024643831373965
2020-10-13 00:00:00,0.08421474752573038,0.24398885658053598,-0.05467225189597835,0.05824201973866883,-0.01952137790005276,0.0466555182492977,-0.001054455842214419,-0.01095998099221035,,-0.11104880966595948,-0.012642086899441074,-0.050101995565100255
2020-10-14 00:00:00,0.10091659854917501,0.25948341022243404,-0.04696592773468944,0.08653422806066474,-0.013224998771257601,0.04546568129747364,-0.022147350605067173,0.00592068191793188,,-0.13054565193114404,-0.07219533255360255,-0.036743143203366635
2020-10-15 00:00:00,0.11581274117040102,0.2631894035988217,-0.04882915639055874,0.08702751565867023,-0.009386329695638296,0.04377640283884959,0.008551634155308907,0.019158388529030013,,-0.1355338060025904,-0.10042242442060073,-0.029817008588583716
2020-10-16 00:00:00,0.129143311333957,0.24188137261935982,-0.04919949576124144,0.09137171082386908,0.0171344372143849,0.0443589926894411,0.030577340917084195,0.03131165865418123,,-0.1463389578923759,-0.07849685653218524,-0.01851610396435499
2020-10-17 00:00:00,0.11669353045490466,0.22928904957365714,-0.06142302160212815,0.10235716576330539,0.0038179338095727378,0.04446329702687779,0.046746089814373226,0.011173799628671599,,-0.1342721614824502,-0.08404721795853665,-0.019705709774210545
2020-10-18 00:00:00,0.11674592992663718,0.26613623328215924,-0.061132739558914795,0.15481903761627858,-0.012530128186652001,0.05026138027018612,0.060265183213080276,-0.010311286817661358,,-0.1351407667090701,-0.03968809875931495,-0.02234764881893142
2020-10-19 00:00:00,0.14393280659489605,0.25182530923750335,-0.047358530442356495,0.2102779243871124,0.002137142613200027,0.050790486827944736,0.05862856174915343,0.01390205748266038,,-0.16896325446517063,-0.053443081350402766,-0.03003125357553632
2020-10-20 00:00:00,0.14116647530133802,0.24038656205599163,-0.044301943942722966,0.23802975060401121,0.014315493695075565,0.04241176375744654,0.141159016968275,0.016565392145181046,,-0.21303948849108373,-0.10178553052385314,-0.02510477924506177
2020-10-21 00:00:00,0.13438083009087637,0.23988032740466902,-0.028859968907790245,0.2969674389015338,-0.009618270173366361,0.04855270417789043,0.08680389777687142,0.001410251666458806,,-0.22621619158535827,-0.08907391666216857,-0.04118907611505401
2020-10-22 00:00:00,0.13220823311009738,0.21245221533826064,-0.02834496112418733,0.3289664473064514,-0.02029966049973886,0.05860818740932655,0.1226015175002913,-0.003183199096161715,,-0.21495763024102016,-0.07242064741610166,-0.0518772851988723
2020-10-23 00:00:00,0.13146002339825552,0.2130467507614735,-0.02074070935033767,0.3035064893157036,-0.021560302280977883,0.05380469097752927,0.1770775206481821,0.013319453526152603,,-0.20734740374698368,-0.07706499273628603,-0.048340274234893565
2020-10-24 00:00:00,0.13355132259645636,0.23885881794305436,-0.011111833552121364,0.30523081175221983,-0.0321191212438941,0.04980961979857901,0.20463695358735984,-0.004031225430124685,,-0.22636995957515127,-0.08831487056101905,-0.051258965197559514
2020-10-25 00:00:00,0.13238952350737443,0.22011596761378244,-0.01059175780116034,0.32751578583243035,-0.028487358236081894,0.04942105766568694,0.2937226034235419,0.0015956246113845163,,-0.2567704776772946,-0.11690496961451324,-0.045078235615136575
2020-10-26 00:00:00,0.13643222379165448,0.20533069675677973,-0.04881653886344589,0.33182433531861727,-0.0687734435948349,0.028332243130548163,0.2830631337543601,-0.006327582061819714,,-0.2820891860237557,-0.12587392330968988,-0.03602467922202546
2020-10-27 00:00:00,0.14185441733753412,0.21044723772431417,-0.04743143502069064,0.3421705749150789,-0.06459161408054359,0.030559507264755426,0.29581165056393066,0.008468094292579775,,-0.2784602484197037,-0.10808366126088415,-0.04485820932615747
2020-10-28 00:00:00,0.1408862118651098,0.1833513186154091,-0.019812326583631024,0.3744339014983111,-0.0458703092396166,0.043529792225030395,0.3812448080028049,0.050214916864034065,,-0.34080988691588965,-0.13404181435570867,-0.030893034324288138
2020-10-29 00:00:00,0.16098925462140623,0.20063994853175565,-0.01390232936735225,0.375408772384996,-0.012858168271440429,0.028610573964895025,0.3867189126501384,0.05046687416695106,,-0.35457755717651557,-0.15920352740877958,-0.023628413452344177
2020-10-30 00:00:00,0.15365806433272283,0.20809554160926463,-0.0013386127784995594,0.41349827835158187,-0.013853648556063025,0.039813995421505544,0.5034232385506177,0.05932861253223576,,-0.3339306287536678,-0.1843352581551595,-0.016931211259024526
2020-10-31 00:00:00,0.16177157083523125,0.21655443532920776,-0.00011815080802729527,0.42191483306603544,-0.029542227308577584,0.048215311501503266,0.5938851114616003,0.048423497241900204,,-0.30227087885903764,-0.21494026481895145,-0.018453475617583592
2020-11-01 00:00:00,0.17372155331170253,0.22435105092614321,0.010422406441900567,0.4199957825355508,-0.03362027131553058,0.06953215691511772,0.6049693275386687,0.049227465144822624,,-0.2822439883329893,-0.19005131849287482,-0.018474568666288604
2020-11-02 00:00:00,0.16455214765668608,0.21908316165719194,0.0012168595518669,0.4385102156098883,-0.023088526574938595,0.07134653810052266,0.6012294658080053,0.04000990205747551,,-0.29640176048145334,-0.2163109188538737,-0.009278221090818939
2020-11-03 00:00:00,0.1985252058414671,0.2448109133759525,-0.005744636461552877,0.45704678721361225,-0.0203123723001295,0.0822899571812028,0.5269623704671801,0.04759913484270184,,-0.317029104181064,-0.24276614543134434,-0.01794812241790872
2020-11-04 00:00:00,0.19658361182921708,0.25681687045929813,-0.01330907807986581,0.4785940519060117,-0.02834290736235967,0.11124221848570615,0.5440372907701427,0.030201025756429356,,-0.3195974293220633,-0.2907914218121213,-0.014100411254275136
2020-11-05 00:00:00,0.18601454767153597,0.2441897947307079,-0.009674599299998032,0.5131804909383636,-0.028490604067982872,0.10743475184358897,0.3967896632012046,-0.035908068232181956,,-0.3307710692436498,-0.21911072738853715,-0.03121515643282513
2020-11-06 00:00:00,0.19038572810693027,0.24847108813838925,-0.017546703302529942,0.5152977738539468,-0.04183518664304409,0.14079695068341602,0.34755005016478635,-0.07819866819467403,,-0.17192400819818426,-0.14107167357043987,-0.0570505820096473
2020-11-07 00:00:00,0.18790333827617622,0.2491482893495925,-0.003505189889621785,0.5286426722607103,-0.021089652922829716,0.14879810982711872,0.32127653146380114,-0.04715793341498847,,-0.11907148039045995,-0.15757554301256005,-0.03926401025804738
2020-11-08 00:00:00,0.1978274859645972,0.25849493676280616,0.0200041360903489,0.5402027752650591,-0.02894065084768327,0.15120851277603553,0.2509941603733821,-0.10999567116239722,,-0.09733170440388178,-0.08004146418393587,-0.04835701000019582
2020-11-09 00:00:00,0.20277079063921122,0.3014219047502377,0.01266975746164406,0.565358175299014,-0.03360605491486468,0.14164112143043855,0.3900663100182364,-0.18016524489000735,,-0.11607500695524564,-0.11017587711883897,-0.04217043473851634
2020-11-10 00:00:00,0.15485379079448958,0.2713261412579098,-0.0030157623776070897,0.567236823123237,-0.025913569997917718,0.1315165231781244,0.3494287389663265,-0.11172942676400421,,-0.0632449784201995,-0.04860584466441381,-0.04824069046428492
2020-11-11 00:00:00,0.16963788613208697,0.28112534208032247,0.0007427846269095206,0.5747660180904053,-0.02778520376216309,0.14177023082376222,0.3882642573913488,-0.06422275125675314,,-0.12158865530930596,-0.06434009812325242,-0.05293527860282937
2020-11-12 00:00:00,0.18720113957377044,0.28918761779154295,0.01209877963248146,0.5832487812568488,-0.01947742933892238,0.13938954377480584,0.3693815821248521,-0.07269085865873587,,-0.14497313053860728,-0.06081844453359947,-0.050527273889459434
2020-11-13 00:00:00,0.16862296970791318,0.26746125891138456,0.0005755507243580538,0.5958749866879522,-0.027932607346550675,0.14793974101339746,0.35572783537728253,-0.0695506911448725,,-0.1223280419475733,0.10080449725754298,-0.07078947467922264
2020-11-14 00:00:00,0.18321171398959424,0.27844992825056814,-0.0016251335328849592,0.6078927404848156,-0.02823582417554571,0.14250865496979725,0.33586209891874036,-0.06971234912184637,,-0.143793305608385,0.09160598610139148,-0.07675895628350193
2020-11-15 00:00:00,0.18617603495730445,0.2666286298237071,-0.024136622951887843,0.63170793617939,-0.018287090502339953,0.1390201883011788,0.35165242374942557,-0.05993866239153489,,-0.11519979786308088,0.09857785730849639,-0.07900183372927916
2020-11-16 00:00:00,0.17442484564845223,0.25325768923234065,-0.013987394468592373,0.6497705659219237,-0.010331806776290697,0.138662850554513,0.2882494854126469,-0.0562136818401926,,-0.06697150871295043,0.06517917610159907,-0.10856196663512407
2020-11-17 00:00:00,0.19326490999892493,0.2559985157534424,-0.012005473097443986,0.6800943387566272,-0.04170566987201513,0.1402377389031778,0.15846680822454334,-0.06470620568954771,,-0.0957937442815322,0.09289534395908577,-0.13792222505388152
2020-11-18 00:00:00,0.1906276326937637,0.24926654383679792,-0.02002853466327359,0.6732389090841564,-0.029274428836767563,0.1452519659356052,0.1618394862740944,-0.03721489550231877,,-0.12226874551235128,0.04820115368916361,-0.12460780251013037
2020-11-19 00:00:00,0.1935644131419439,0.2645123618576052,-0.022079919624748978,0.6667169015289389,-0.03716872216800582,0.14269481308795395,-0.023012995662286095,-0.028280574752209964,,-0.1122992695646789,0.08705636220320695,-0.14063591682098286
2020-11-20 00:00:00,0.21444209374425177,0.2706280075257391,-0.010729431710619575,0.6124411171305235,-0.0747345495747812,0.15731028622285925,-0.18267593955672484,-0.023527103566845675,,-0.11688473192334664,0.10157666136713528,-0.1808139484126568
2020-11-21 00:00:00,0.22238110447952814,0.2902998968177424,0.04651720173856688,0.6403317103842783,-0.03663631169425241,0.18373163617695998,-0.08968046974442018,-0.056857885003522346,,-0.12581535565152674,0.09786615053987824,-0.3801404613059177
2020-11-22 00:00:00,0.2957801971702773,0.2679523776729767,0.02946046210091474,0.64564363390192,-0.03853777736248171,0.1895345626274103,-0.10018527218979406,-0.03865950126255019,,-0.14866918829523734,0.07778294204690495,-0.36400083734189487
2020-11-23 00:00:00,0.26179532364732133,0.2759094885480768,0.0748544482202666,0.6363143239820953,-0.029396933972047845,0.2143085313874744,-0.13149036078817006,-0.02639441753030841,,-0.16982049370355634,0.15026114148859027,-0.5554424077816063
2020-11-24 00:00:00,0.2696373204140626,0.26440009890075894,0.06398228900561848,0.595158120537578,0.06183270937497143,0.19477628149053772,-0.21983959986743745,0.010261605247829542,,-0.22524648508314182,0.1357170150505192,-0.6192045806775535
2020-11-25 00:00:00,0.2558913848804846,0.28764029972139143,0.05287934428020713,0.6029714490840433,0.04171763864696154,0.18956527967138592,-0.21438230236364697,0.015190836784563788,,-0.19683000598846878,0.08848080979624473,-0.5781777239161112
2020-11-26 00:00:00,0.2624334430389776,0.30186967322914715,0.03537224705838604,0.6537232266405384,0.025304886249291392,0.17386193358249585,-0.13982938686927338,-0.0051506254235863524,,-0.22149709351396785,0.05415101283635171,-0.49656778334543594
2020-11-27 00:00:00,0.2754225443245799,0.295642500364216,0.020312647348125545,0.6481755596655217,0.031418318441270576,0.1647169121133346,-0.11912723059486885,0.04138227792568916,,-0.23293508883353148,0.03716045327862966,-0.5216074073027057
2020-11-28 00:00:00,0.3377818022244018,0.29811599389775834,0.028603926852515893,0.6585506106740465,0.03896260743390295,0.16832647573403936,0.0011150916924245191,0.028001698426627142,,-0.24285058254475672,0.06057994622757895,-0.5810289330861881
2020-11-29 00:00:00,0.33628760755159803,0.28623064380922625,0.02706788194184684,0.664096561081704,0.015700521678740198,0.1821587932534663,-0.03992499883953338,0.024693301913500942,,-0.24024725595121327,0.07243698647935232,-0.5655989960094208
2020-11-30 00:00:00,0.3329567784466504,0.30058539765272907,0.06311005778333956,0.6732688835442616,0.01271134838311444,0.1696965361202356,-0.0695659341764806,0.018425862349961575,,-0.2531417756065603,0.10292583091817759,-0.613765653841981
2020-12-01 00:00:00,0.31791504526757774,0.2894144415894471,0.03887400123186219,0.6854858070074721,0.008603230142424867,0.16624823144637152,-0.05326858329056017,0.015129132565214587,,-0.21914210326200734,0.07456441115441914,-0.5745971809962074
2020-12-02 00:00:00,0.2733626188323881,0.2900298189862978,0.046346085294212414,0.6869603028977356,-0.02192794462558284,0.17474137639374437,-0.101655988151088,0.0050862003530730004,,-0.19912850545494343,0.12830626893064823,-0.5887662109623133
2020-12-03 00:00:00,0.292629327621286,0.27828880642407944,0.03630498760641371,0.696938869697862,-0.009003671254512235,0.18138297300011613,-0.11648991700628347,0.12490383144932166,,-0.20981336581943832,0.12262849638082346,-0.5899439376489477
2020-12-04 00:00:00,0.2641969938551884,0.27454673366655413,0.04306337521017156,0.7032758864569966,0.006935869087277946,0.17100833843798535,-0.12065595778099225,0.10201067585549417,,-0.23500267739816683,0.07585195494907349,-0.5314779353940172
2020-12-05 00:00:00,0.2756406607795731,0.28376013011317014,0.047078449334921446,0.7049915170670783,0.0064276042718741655,0.17683152571699046,-0.1403054014231841,0.13634116327658619,,-0.21915452199553442,0.09762665405561405,-0.5556921819243027
2020-12-06 00:00:00,0.2840614201772852,0.2811802944654102,0.04514914928570685,0.713221112032371,0.0102133001808829,0.17745890295033562,-0.18748360339489673,0.1387274500975344,,-0.2563929436904417,0.09362413118838925,-0.5856754687039349
2020-12-07 00:00:00,0.2780361511999077,0.29923539633412405,0.04360464237448353,0.706268200246559,0.010779607686935644,0.17515010328189845,-0.17154248742500483,0.15165528649623855,,-0.2527851754114708,0.10900691882268931,-0.5771848982334677
2020-12-08 00:00:00,0.2808082916848496,0.30492238151800183,0.04446034334117094,0.7128646236715543,0.018700540455600656,0.17266162991537365,-0.16452762582926245,0.14049822620631935,,-0.25735920275055346,0.04526621600035696,-0.5364813489406159
2020-12-09 00:00:00,0.2977838156038321,0.2884778631791331,0.03771158401385205,0.7195481616077244,0.0018184345889333264,0.17843631025979662,-0.10178799574265113,0.16376124137244674,,-0.27373267715030747,0.05564288552161878,-0.5582900590985428
2020-12-10 00:00:00,0.2962967352320557,0.2900660361343314,0.04033174379187027,0.721739557180325,3.97702902233954e-05,0.17685501420955374,-0.05123221981405701,0.16004811380349176,,-0.2904256291487157,0.03935342095761957,-0.5492430010770464
2020-12-11 00:00:00,0.2949077783903611,0.28230379195345784,0.03388259968546975,0.7212263044888099,0.014252215038991989,0.17687215638858733,-0.03328837444594046,0.16898621716392576,,-0.32577089619923866,-0.002471731819472689,-0.5260400322515224
2020-12-12 00:00:00,0.27845839595498434,0.30521688132019203,0.03536403966685758,0.7348978876057835,0.014973638701380132,0.18010632075135302,0.017666209229067142,0.16290159875695992,,-0.3232701110391802,0.022830400764626835,-0.48936438534754034
2020-12-13 00:00:00,0.31248451790245474,0.3175548953085401,0.032982937453920835,0.7338775626468227,0.013773676018737246,0.1752732487212546,0.0071399178200624025,0.13723833523445889,,-0.3089804084195728,0.05736014706517384,-0.4946192389056971
2020-12-14 00:00:00,0.31972359485671337,0.34948392158474934,0.01922821356104515,0.7352885245322358,0.009232321819132971,0.16260211322881385,-0.037211778077111235,0.1270187222998792,,-0.298970708956499,0.07940458187726124,-0.4811854783785932
2020-12-15 00:00:00,0.2877182446671698,0.33121094908184284,0.04866721908516747,0.7322495955781793,-0.030520419864051018,0.15502409176542314,-0.021079375605346284,0.13504215687704985,,-0.24790147474915047,0.057216848982759416,-0.4525622406618534
2020-12-16 00:00:00,0.30852003251299587,0.34144477739694484,0.072629950191206,0.7548265949934153,-0.008218388774112684,0.1700636634546588,-0.05657989958877779,0.15493052838906413,,-0.2751165817454274,0.08697227507287258,-0.5583276894515028
2020-12-17 00:00:00,0.3077845991785788,0.35085157703625736,0.07585480825612934,0.777699792599585,0.03917352642305161,0.1751849741675679,-0.005557931292706819,0.13738421480369462,,-0.2970355603192484,0.11008238944759807,-0.5654757750693011
2020-12-18 00:00:00,0.27966349047002637,0.3176018791976098,0.06735373553563484,0.7974859913050711,0.05411677658474345,0.1792085297896096,-0.05390129417809192,0.17731888804373547,,-0.29762329583210334,0.12031571914941641,-0.5715527766706777
2020-12-19 00:00:00,0.2749276720179895,0.30457696103456317,0.037987512417803404,0.804465826264519,0.0657322719825773,0.16950970312507102,-0.11574770024782416,0.16408506987065102,,-0.309341343305367,0.1463741529712158,-0.5673582002185432
2020-12-20 00:00:00,0.2913592354501447,0.3021540924073172,0.07200979737308011,0.7954017092221035,0.16869583758788848,0.16060152335738642,-0.11115259742222966,0.13683874604672686,,-0.33978770563088884,0.12140646721398496,-0.5478390677108882
2020-12-21 00:00:00,0.27977264596566886,0.336149865620271,0.05132829047681503,0.831481167025248,0.21492009872964157,0.15433530024579034,-0.04808080422896566,0.1443150620963108,,-0.3171707910521023,0.08922893408587768,-0.5125762443214138
2020-12-22 00:00:00,0.2767147975631876,0.32942597615084096,0.04746798789629875,0.8399522434010862,0.15875876889194485,0.15880375050573314,-0.10246055484437155,0.1844793208289785,,-0.3256417312403881,0.11860497415281895,-0.44641839327490496
2020-12-23 00:00:00,0.2846159837628811,0.29852592050080734,0.006300654190805222,0.8736621826128578,0.11976995229159815,0.14306210005305803,-0.07314833779503033,0.1938244204533971,,-0.3506256631099819,0.06277975685152104,-0.23485589350598418
